# n,count
0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,1.970000000000000000e+02
3.000000000000000000e+00,2.091000000000000000e+03
4.000000000000000000e+00,6.728000000000000000e+03
5.000000000000000000e+00,1.129800000000000000e+04
6.000000000000000000e+00,1.212000000000000000e+04
7.000000000000000000e+00,9.985000000000000000e+03
8.000000000000000000e+00,5.990000000000000000e+03
9.000000000000000000e+00,2.092000000000000000e+03
1.000000000000000000e+01,3.990000000000000000e+02
1.100000000000000000e+01,8.000000000000000000e+00
