# n,count
0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,2.350000000000000000e+02
3.000000000000000000e+00,2.152000000000000000e+03
4.000000000000000000e+00,4.755000000000000000e+03
5.000000000000000000e+00,6.192000000000000000e+03
6.000000000000000000e+00,5.409000000000000000e+03
7.000000000000000000e+00,3.398000000000000000e+03
8.000000000000000000e+00,1.211000000000000000e+03
9.000000000000000000e+00,2.820000000000000000e+02
1.000000000000000000e+01,1.000000000000000000e+01
1.100000000000000000e+01,2.000000000000000000e+00
