# n,count
0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,2.410000000000000000e+02
3.000000000000000000e+00,2.164000000000000000e+03
4.000000000000000000e+00,7.337000000000000000e+03
5.000000000000000000e+00,1.393900000000000000e+04
6.000000000000000000e+00,1.827200000000000000e+04
7.000000000000000000e+00,1.478600000000000000e+04
8.000000000000000000e+00,9.689000000000000000e+03
9.000000000000000000e+00,3.727000000000000000e+03
1.000000000000000000e+01,7.740000000000000000e+02
1.100000000000000000e+01,9.600000000000000000e+01
