# n,count
0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,1.360000000000000000e+02
3.000000000000000000e+00,1.223000000000000000e+03
4.000000000000000000e+00,5.087000000000000000e+03
5.000000000000000000e+00,1.395300000000000000e+04
6.000000000000000000e+00,2.206300000000000000e+04
7.000000000000000000e+00,2.393200000000000000e+04
8.000000000000000000e+00,1.968300000000000000e+04
9.000000000000000000e+00,9.667000000000000000e+03
1.000000000000000000e+01,3.030000000000000000e+03
1.100000000000000000e+01,4.110000000000000000e+02
