# n,count
0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,1.460000000000000000e+02
3.000000000000000000e+00,1.668000000000000000e+03
4.000000000000000000e+00,2.567000000000000000e+03
5.000000000000000000e+00,1.921000000000000000e+03
6.000000000000000000e+00,1.159000000000000000e+03
7.000000000000000000e+00,4.540000000000000000e+02
8.000000000000000000e+00,1.490000000000000000e+02
9.000000000000000000e+00,4.200000000000000000e+01
1.000000000000000000e+01,3.000000000000000000e+00
